Address,DATE,company,editor,title,classification1,classification2,contents
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=08100401.20200813073404001,20200813,YTN,YTN,"[오늘은] 의료계 파업 D-1...정부, 대국민 담화 발표",사회>사건_사고,,"의료계의 파업을 하루 앞두고 정부가 오늘, 대국민 담화를 발표합니다. .. ..협의체 안에서 대화를 통해 갈등을 풀자고 다시 한 번 제안할 것으로 보입니다. .. ..하지만 의대 정원을 늘려야 한다는 정부와, 안 된다는 의료계가 오늘 중에 합의점을 찾기는 쉽지 않을 거라는 전망이 많습니다. .. ..대국민 담화 내용 이어지는 뉴스에서 전해드립니다. .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01400501.20200813164149001,20200813,중부일보,홍지예,[속보] 수원서 코로나19 117번 확진자 발생…관외 거주자,사회>사건_사고,,수원서 코로나19 117번 확진자 발생…관외 거주자
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100901.20200813173153001,20200813,중앙일보,함민정(ham.minjung@joongang.co.kr),코로나 감염에 공황 상태 동선 일부 숨긴 혐의 50대 무죄,사회>사건_사고,,신종 코로나바이러스 감염증(코로나19) 확진 판정을 받은 뒤 방문한 동선 일부를 숨긴 혐의로 재판에 넘겨진 50대가 무죄를 선고받았다... ..“코로나19 확진으로 공황 상태에 빠져 기억하지 못했다”는 피고인의 주장을 법원이 받아들이면서다... .. .. .. .. 13일 춘천지법 원주지원 형사1단독 오승준 판사는 감염병의 예방 및 관리에 관한 법률 위..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01400501.20200814145753001,20200814,중부일보,홍지예,수도권 교회 코로나19 감염 확산…용인 우리제일교회 60명 늘어 총72명,사회>사건_사고,,신종 코로나바이러스 감염증(코로나19) 집단 감염이 발생한 경기도 용인시 기흥구 보정동 우리제일교회에 14일 오후 출입 통제 안내문이 붙어 있다... 연합수도권 교회를 중심으로 신종 코로나바이러스 감염증(코로나19)이 급속도로 확산되고 있다... .. .. ..중앙방역대책본부(방대본)는 14일 낮 12시 기준으로 경기 용인시 우리제일교회 집단감염 사례에..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100701.20200814160155001,20200814,세계일보,김선영,‘9살 여아 학대’ 부모 첫 재판… 일부 혐의 부인,사회>사건_사고,,9살짜리 여아를 잔혹하게 학대한 ..‘창녕 아동학대’ 사건의 친모가 14일 창원지방법원 밀양지원에서 열린 첫 재판에 출석하고 있다... 뉴스1 9살 여아를 잔혹하게 학대해 국민적 공분을 산 계부(35)와 친모(27)가 첫 재판에서 심신미약 등으로 인해 기억이 온전치 않다며 일부 혐의를 부인했다... .. .. .. .. 14일 창원지법 밀양지원에서 형사..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01400501.20200814191829001,20200814,중부일보,홍지예,경기도 오늘 하루 신규 확진 62명…코로나 사태 이후 '최다',사회>사건_사고,,경기도에서 교회를 중심으로 코로나19 확진자가 증가하고 있다... 사진=연합 자료경기도에서 교회를 중심으로 신종 코로나바이러스 감염증(코로나19) 확진자가 증가하면서 지역 사회의 집단 감염 확산에 대한 우려가 커지고 있다... .. .. ..14일 도 관계자는 14일 ..용인 우리제일교회 관련 확진자와 접촉한 사람들에 대한 진단 검사 및 조사 과정에서..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100101.20200815175438001,20200815,경향신문,김희진 기자 hjin@kyunghyang.com,"경찰, '광복절 집회' 전담수사팀 꾸려 불법행위 수사",사회>사건_사고,,"경찰이 서울 도심에서 대규모 광복절 집회를 진행한 단체에 대해 전담수사팀을 편성해 수사에 나선다... .. .. ..15일 경찰에 따르면 서울지방경찰청은 수사부장을 팀장으로 한 29명 규모의 전담수사팀을 편성해 수사에 착수한다... 경찰은 ..“최근 수도권 지역의 코로나19 급속 확산에 따른 서울시의 집회금지 명령, 법원의 결정에도 불구하고 ..(일부 .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100801.20200815151508001,20200815,조선일보,조유미 기자 조유미 기자 조유진 기자,"민노총, '기자회견'이라며 2000여명 '꼼수 집회'...춤추고 '함성'",사회>사건_사고,,"“‘기자회견’을 힘차게 선포합니다!” ..“동지들 보신각에 와 계시죠! 함성 질러주세요!” .. .. ..15일 오후 3시쯤 서울 종로구 보신각 인근 종로 4거리 일대에서 민노총 시위대의 함성이 터졌다... 민노총은 당초 같은 시각 안국역 사거리에서 ..‘8·15노동자대회’를 열기로 했지만, 집회 장소와 형식을 바꿔 ..“(집회를) 취소하고 기자회견을 .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01400501.20200815132700001,20200815,중부일보,홍지예,사랑제일교회 관련 경기도 내 코로나19 확진자 속출…오늘만 최소 20명,사회>사건_사고,,14일 오후 신종 코로나바이러스 감염증(코로나19) 집단발병이 발생한 서울 성북구 사랑제일교회 입구에서 관계자들이 방역 작업을 마치고 밖으로 나서고 있다... 서울시는 이날 성북구 사랑제일교회에 대해 시설 폐쇄 조치를 내렸다... 연합15일 경기도 내 곳곳에서 서울 성북구 사랑제일교회 발 신종 코로나바이러스 감염증(코로나19) 확진자가 속출하고 있다...
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100701.20200815180530001,20200815,헤럴드경제,뉴스24팀 기자,"경찰, ‘광복절 불법집회’ 관련 전담수사팀 꾸려",사회>사건_사고,,[헤럴드경제] 신종 코로나바이러스 감염증(코로나19) 확산세가 심상치 않은 가운데 15일 서울 도심에서 대규모 불법 집회가 강행됐다... 이에 경찰은 전담수사팀을 만들어 수사에 나설 예정이다... .. .. .. .. 서울지방경찰청은 15일 ..“서울시의 집회금지 명령 및 법원의 결정에도 대규모 불법집회를 강행한 집회 주최자에 대해 신속히 수사에 착수할..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100801.20200815123010001,20200815,조선일보,오경묵 기자 오경묵 기자 조유미 기자 이영빈 기자,광화문 폭우속 수만명 '나라가 니꺼냐' 팻말 들었다,사회>사건_사고,,"15일 광복절을 맞아 코로나 확산 우려에도 서울 도심 곳곳에선 보수·노동 등 단체들의 집회 시위가 잇따라 열렸다... 이날 정오부터 시작된 집회로, 서울 광화문역 일대는 태극기를 든 인파로 빼곡했다... 1시간여 만에 종로구 동화면세점 인근의 광화문역 6번 출구부터 코리아나 호텔 앞까지 200m 가량 이어지는 인도·차로가 시위대 인원으로 들어찼다... .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=08100401.20200816220006002,20200816,YTN,강희경,"경찰, 광복절 집회 불법행위 본격 수사...구속영장 검토",사회>사건_사고,,코로나19 집단감염이 재확산하는 가운데 어제(15일) 서울 도심에서 강행된 광복절 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 사람들에 대해 경찰이 본격적인 수사에 착수했습니다. .. ..서울지방경찰청은 공무집행방해와 감염병예방법 위반 등으로 체포된 30명에 대해 전담수사팀을 꾸려 채증 자료를 분석하는 등 혐의 확인 작업을 하..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=08100401.20200816184003001,20200816,YTN,강희경,"경찰, 광복절 집회 불법행위 본격 수사...구속영장 검토",사회>사건_사고,,코로나19 집단감염이 재확산하는 가운데 어제(15일) 서울 도심에서 강행된 광복절 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 사람들에 대해 경찰이 본격적인 수사에 착수했습니다. .. ..서울지방경찰청은 공무집행방해와 감염병예방법 위반 등으로 체포된 30명에 대해 전담수사팀을 꾸려 채증 자료를 분석하는 등 혐의 확인 작업을 하..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100201.20200816123642001,20200816,국민일보,천금주,광복절 집회 본격 수사 중인 경찰…구속영장 신청도 검토,사회>사건_사고,,신종 코로나바이러스 감염증(코로나19) 집단감염이 재확산하는 가운데 광복절인 지난 15일 서울 도심에서 강행된 대규모 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 이들에 대해 경찰이 본격적인 수사에 착수했다... 죄질이 나쁜 이들에 대해서는 구속영장 신청도 검토 중인 것으로 알려졌다... .. .. .. ..서울지방경찰청은 전..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100901.20200816194450001,20200816,중앙일보,배재성(hongdoya@joongang.co.kr),"경찰, 광복절 집회 불법행위 본격 수사",사회>사건_사고,,신종 코로나바이러스 감염증(코로나19) 집단감염이 재확산하는 가운데 광복절인 지난 15일 서울 도심에서 강행된 대규모 집회의 주최 측에 대해 경찰이 본격적인 수사에 착수했다... .. .. .. .. 서울지방경찰청은 전날 집회 주최자와 주요 참가자 등 4명에 대해 16일 출석을 요구했다고 밝혔다... .. .. .. .. 경찰은 또 집회에서 경찰관에게 ..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100901.20200816185645001,20200816,중앙일보,편광현(pyun.gwanghyun@joongang.co.kr),마스크 벗고 ‘거리두기’ 실종...논란의 광화문 집회...방역 수칙은 지켜야,사회>사건_사고,,경찰이 15일 광복절을 맞아 광화문에서 집회를 열고 불법 시위를 한 참가자들에 대해 전담팀을 꾸리고 본격적인 수사에 나섰다... 경찰은 집회 당일 해산 명령에 불응한 참가자 30명을 체포했다... .. .. .. .. 15일 서울 광화문 일대에서는 서울시의 집회금지 행정명령과 폭우에도 불구하고 집회가 강행됐다... 이날 낮 12시쯤 보수단체들은 서울 종..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100601.20200816170705001,20200816,한국경제,임도원(van7691@hankyung.com);,"이낙연 광복절 집회, 법원 판단에 깊은 의문…사법부도 국민 안전 지켜야",사회>사건_사고,,이낙연 더불어민주당 당대표 후보가 광복절 서울 광화문에서 열린 보수단체 집회에 대해 ..법원의 판단에 깊은 의문을 갖고 있다고 밝혔다... 서울시의 집회금지명령에 대해 법원이 제동을 건 것에 대한 불만 표출이다... .. .. .. .. 이 후보는 16일 호남권 비대면 합동 연설에서 ..지금 가장 힘드신 분은 국민들이라며 ..경기 침체와 고용불..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01101101.20200816172512001,20200816,한국일보,이승엽,"광복절 광화문, 전광훈 교회 신자들 다수 현장에 있었다",사회>사건_사고,,"신종 코로나바이러스 감염증(코로나19) 재확산 우려에도 광복절인 15일 서울 광화문 일대에서 보수단체의 대규모 집회가 강행됐다... 일부 참가자들이 경찰을 폭행하는 사건까지 벌어진 가운데, 확진자가 대거 발생한 전광훈 목사의 사랑제일교회 신자들 또한 이번 집회에 다수 참가한 것으로 알려져 광화문발(發) 신종 코로나 재확산 우려가 커지고 있다. ..16일.."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100611.20200816161247001,20200816,서울신문,"이근아,민나리",국민청원에는 ‘전광훈 재수감’…코로나19에도 강행된 광복절 집회에 성난 민심,사회>사건_사고,,"코로나19에도 대규모 집회 비난 여론 확산코로나19 집단감염이 재확산하는 가운데 광복절인 지난 15일 서울 도심에서 강행된 일부 보수 단체들의 대규모 집회에 대한 비난의 목소리가 높아지고 있다... 특히 지난 12일 나온 첫 환자 이후 연일 신규 확진자가 늘고 있는 사랑제일교회의 전광훈 담임 목사 등 일부 신도들이 집회에 참석한 사실이 알려지면서, 전 .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100701.20200816192319001,20200816,세계일보,이동준,"경찰, 광복절 집회 주최자 본격 수사…“사랑교회 신도 일부 다른 집회 참여”",사회>사건_사고,,"지난 15일 오후 서울 종로구 동화면세점 앞에서 ..‘문재인 정권 부정부패·추미애 직권남용·민주당 지자체장 성추행 규탄 집회’가 열리고 있다... 이날 서울시의 집회금지명령으로 집회 대부분이 통제됐으나, 전날 법원의 집행정지 결정으로 종로구 동화면세점 앞과 중구 을지로입구역 등 2곳에서는 개최가 가능해지면서 인파가 몰렸다... 연합뉴스 .. .. 신종 .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01101101.20200816104642001,20200816,한국일보,이승엽,"경찰, '광복절 집회' 참가자 30명 체포...경찰 폭행 등 혐의",사회>사건_사고,,경찰이 광복절인 15일 서울 도심 집회에 참가한 30명을 체포했다. ..16일 경찰에 따르면 전날 광복절 집회에서 경찰관을 폭행하고 해산 명령에 불응한 혐의 등을 받는 집회 참가자 30명이 체포됐다... .. .. 한 집회 참가자는 전날 오후 8시30분쯤 서울 종로구 경복궁역 인근 사거리에서 차량을 끌고 경찰관을 향해 돌진한 혐의를 받고 있다... 경찰..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100601.20200816120508001,20200816,한국경제,조아라(rrang123@hankyung.com);,"경찰, 광복절 집회 불법행위 수사 착수…구속영장 신청도 검토",사회>사건_사고,,신종 코로나바이러스 감염증(코로나19) 집단감염이 재확산하는 가운데 광복절인 지난 15일 서울 도심에서 강행된 대규모 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 이들에 대해 경찰이 본격적인 수사에 나섰다... .. .. .. ..서울지방경찰청은 전날 집회에서 공무집행방해와 감염병예방법 위반 등으로 체포된 30명에 대해서 전담..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100801.20200816140239001,20200816,아시아경제,이관주,"경찰, 광복절 집회 불법행위 본격 수사…구속영장 신청 검토",사회>사건_사고,,[아시아경제 이관주 기자] 신종 코로나바이러스감염증(코로나19) 집단감염이 재확산하는 가운데 광복절인 지난 15일 서울 도심에서 강행된 대규모 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 이들에 대해 경찰이 본격적인 수사에 착수했다... .. .. .. ..서울지방경찰청은 전날 집회에서 공무집행방해와 감염병예방법 위반 등으로 ..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=08100401.20200816132004002,20200816,YTN,강희경,"경찰, 광복절 집회 불법행위 본격 수사...구속영장 검토",사회>사건_사고,,코로나19 집단감염이 재확산하는 가운데 어제(15일) 서울 도심에서 강행된 광복절 집회에서 경찰관에게 폭력을 행사하거나 해산 명령에 불응한 혐의로 체포된 사람들에 대해 경찰이 본격적인 수사에 착수했습니다. .. ..서울지방경찰청은 공무집행방해와 감염병예방법 위반 등으로 체포된 30명에 대해 전담수사팀을 꾸려 채증 자료를 분석하는 등 혐의 확인 작업을 하..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01101101.20200816172413001,20200816,한국일보,윤주영,코로나 폭증에 광화문 집회 독려한 전광훈 재구속 위기,사회>사건_사고,,정부가 신종 코로나바이러스 감염증(코로나19) 재확산의 진원지로 교회를 지목하면서 전광훈(64) 사랑제일교회 담임목사가 재구속 위기에 내몰리고 있다... 정부는 신도들의 광화문 집회 참석을 독려하고 당국의 방역활동에 협조하지 않는 전 목사를 고발했고 검찰은 보석취소까지 검토하겠다는 입장이다. ..전 목사는 집회에서 특정 정당의 지지를 호소한 혐의(공직선..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100701.20200816192107001,20200816,세계일보,김태훈,"경찰, ‘방역 방해’ 전광훈 목사에 출석 요구키로",사회>사건_사고,,서울 성북구 사랑제일교회 전광훈 담임목사... 뉴스1 구속기소 후 보석으로 풀려나 있는 사랑제일교회 전광훈 담임목사가 조만간 경찰 소환조사를 받게 될 것으로 보인다... 서울 성북구 소재 사랑제일교회에서 신종 코로나바이러스 감염증(코로나19) 집단감염이 발생하고 전 목사 또한 자가격리 대상인 만큼 소환조사 일정 및 방식은 경찰과 보건당국이 협의해 결정하..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100801.20200816201511001,20200816,조선일보,이민석 기자,"文 방역 도전 엄벌 경고 후… 검찰, 전광훈 보석 취소 청구",사회>사건_사고,,"코로나 재확산 조짐에도 지난 15일 광화문 일대 ..‘광복절 집회’를 주도한 전광훈 목사에 대해 ..‘보석을 취소하고 다시 구속해야 한다’는 주장이 16일 여권에서 제기되자 서울중앙지검(지검장 이성윤)이 전 목사에 대한 보석 취소를 곧바로 청구했다... 특히 문재인 대통령이 이날 전광훈 목사 집회를 ..‘국가방역에 대한 명백한 도전’으로 규정하자, 검찰.."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01101101.20200816213141001,20200816,한국일보,윤주영,"檢, 전광훈 목사 보석 취소 청구… 집회 독려ㆍ코로나 방역 방해",사회>사건_사고,,검찰이 신도들의 광화문 집회 참석을 독려하고 당국의 방역활동에 협조하지 않은 전광훈(64) 사랑제일교회 담임목사의 보석 취소를 청구했다... 정부와 지방자치단체도 감염병예방법 위반 혐의로 고발해 전 목사는 재구속될 처지에 놓였다... .. ..서울중앙지검 공공수사2부(부장 김태은)는 16일 ..“공직선거법 위반 등 혐의로 재판 중인 전 목사에 대해 보석..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100201.20200817173847001,20200817,국민일보,"허경구,구승은",“주인 무는 개” 비난에도… 윤석열은 침묵의 연휴,사회>사건_사고,,"마침내 ..“개가 주인을 무는 꼴”이라는 노골적 언사까지 등장했지만 윤석열 검찰총장은 침묵했다... 검찰총장의 힘빼기에 초점이 맞춰진 간부 인사와 직제개편 추진에도 윤 총장은 별다른 반응을 내놓지 않았다... ..‘독재와 전체주의 배격’을 논한 작심발언 뒤 정치권에서는 윤 총장 사퇴 요구가 컸으나, 검찰 내부에서는 ..“이미 수모는 당할 만큼 당했다” .."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100801.20200817204430001,20200817,아시아경제,송승윤,서울 경찰관 확진자 6명으로 늘어… 혜화 4명·광진 1명·관악 1명,사회>사건_사고,,[아시아경제 송승윤 기자] 서울 일선 경찰서에서 신종 코로나바이러스감염증(코로나19) 확진 판정을 받은 경찰관이 6명으로 늘었다... .. .. .. ..17일 경찰에 따르면 혜화경찰서 강력계 소속 경찰관 A씨는 이날 오전 확진 판정을 받았다... A씨와 같은 공간에 근무한 강력계 소속 경찰관 B씨도 이날 코로나19 양성 판정을 받았다... .. .. ..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100201.20200817111711001,20200817,머니투데이,정경훈|이강준|기자|기자|,"[속보]전광훈 측 코로나19 확진자수, 고무줄처럼 조절 가능",사회>사건_사고,,"[머니투데이 정경훈 기자, 이강준 기자] ..[서울=뉴시스] 박주성 기자 ..= 공직선거법 위반 혐의 등으로 기소된 전광훈 한국기독교총연합회 대표회장 목사가 29일 오전 서울 서초구 서울중앙지방법원에서 열린 공직선거법 위반 등 혐의 관련 1차 공판에 출석하며 취재진 질문에 답하고 있다... 2020.06.29... park7691@newsis.com17.."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100311.20200817212725001,20200817,서울경제,방진혁 기자,"부부, 동료…경찰 코로나 확진 6명 치안 어쩌나",사회>사건_사고,,서울 일선 경찰서의 경찰관 4명이 17일 신종코로나바이러스 감염증(코로나19) 확진 판정을 받으면서 경찰관 확진자가 6명으로 늘었다... 수도권을 중심으로 한 코로나19 사태가 경찰 내에서도 확산되는 조짐을 보이면서 치안 공백에 대한 우려가 나온다... .. .. .. ..경찰에 따르면 혜화경찰서 강력계 소속 경찰관 A씨와 B씨는 이날 오전 코로나19 ..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100201.20200817211547001,20200817,국민일보,이성훈,혜화서 등 서울 경찰관 4명 추가 확진…총 6명 확인,사회>사건_사고,,혜화경찰서 등 서울 일선 경찰서의 경찰관 4명이 신종 코로나바이러스 감염증(코로나19) 양성 판정을 받아 최근 코로나19 양성 판정을 받은 서울 내 경찰관은 6명으로 늘었다... .. .. .. ..17일 경찰에 따르면 혜화경찰서 강력계 소속 경찰관 A씨는 이날 오전 확진 판정을 받았다... A씨와 같은 공간에 근무한 강력계 소속 경찰관 B씨 역시 이날..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100311.20200817181804001,20200817,서울경제,박준호 기자,전광훈 코로나19 확진 판정에… 재구속 여부도 재판 진행도 영향 불가피,사회>사건_사고,,전광훈 사랑제일교회 담임목사의 신종 코로나바이러스 감염증(코로나19) 확진 판정에 따라 그의 보석을 취소할지 판단한 법원 재판부의 심문 절차도 영향을 받을 것으로 보인다... 재판부가 보석 취소를 결정한다 해도 격리 치료가 필요하기 때문에 구치소에 바로 재수감은 불가능하다... .. .. .. ..17일 법원 등에 따르면 서울중앙지법 형사합의34부(허선..
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=02100601.20200817101726001,20200817,한국경제,이보배(bobae38317@hanmail.net);,경찰도 뚫렸다…서울 혜화경찰서 2명 코로나19 확진,사회>사건_사고,,"서울 혜화경찰서 소속 경찰관 2명이 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받은 것으로 확인됐다... .. .. .. ..17일 경찰에 따르면 혜화경찰서 여성청소년과에서 근무하는 경찰관 A 씨와 B 씨가 각각 지난 15일 밤, 지난 16일 오전 코로나19 확진 판정을 받았다... .. .. .. ..방역당국에 따르면 두 경찰관은 입원한 상태.."
http://www.bigkinds.or.kr/news/newsDetailView.do newsId=01100901.20200817000443001,20200817,중앙일보,신성식.정진호(ssshin@joongang.co.kr),“부동산·교육 편가르기 정부” 주말 광화문 수만 명 집회,사회>사건_사고,,"광복절인 지난 15일 서울 광화문 일대에서는 보수단체가 주최하는 집회가 대규모로 열렸고, 보신각 앞에서는 전국민주노동조합총연맹(민주노총)의 집회식 기자회견이 각기 진행됐다... 광화문에는 태극기가, 종각역 앞에는 한반도기가 나부꼈다... .. .. .. .. 대한민국바로세우기국민운동본부(대국본) 등 보수단체들이 종로구 동화면세점 앞에서 낮 12시부터 시.."
